smiles,solubility,lipophilicity,bbbp,hiv,molecular_weight,formula,logp,logd,tpsa,hbd,hba,rotatable_bonds,aromatic_rings,saturated_rings,heteroatoms,fluorine_count,fluorine_percentage,carbon_count,oxygen_count,sulfur_count,nitrogen_count,hydrogen_count,amide_bonds,ester_bonds,ether_bonds,sulfonamides,sulfones,fraction_csp3,spiro_atoms,bridgehead_atoms,drug_likeness,bioaccumulation_potential,environmental_persistence,toxicity_risk,error
CC(C)=CC(C)(C)C,0.9054981982391168,-1.2861608863560618,0.92,0.0,112.12520051199999,C8H16,2.9987000000000013,38.886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,4.0,1.0,0.0,0.0,
O=CC(=O)C1=CC=CC=C1,0.3705747439350253,-0.3784990073111236,0.82,0.0,134.036779432,C8H6O2,1.0682,36.836500000000015,34.14,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,
CC(O)CC(C)(C)O,1.1596180117290322,-1.2140696126856634,0.93,0.01,118.099379688,C6H14O2,0.5282,32.59559999999998,40.46,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,
C[N+](C)(C)CC([O-])=O,1.4023744954732096,-1.116504979034731,0.75,0.0,117.078978592,C5H11NO2,-1.5574999999999992,27.906399999999987,40.129999999999995,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,4.0,0.0,0.0,0.0,
CC(C)(C)CC(C)(C)N,0.16185649099030172,-1.173278938207031,0.975,0.03,129.151749608,C8H19N,2.1599000000000004,42.3384,26.02,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,
C[Si](C)(C)O[Si](C)(C)C,1.3134817312676157,-0.9995439634378366,1.0,0.0,162.089618256,C6H18OSi2,2.6728000000000005,47.77700000000003,9.23,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,
[K+].O=C1[N-]C(=O)C2=C1C=CC=C2,-0.18192775795916266,0.02971297381483472,0.83,0.02,184.987910048,C8H4KNO2,-1.641699999999999,38.46200000000001,48.24,0.0,2.0,0.0,1.0,0.0,4.0,0.0,0.0,8.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,
CCOP(=O)(OCC)OP(=O)(OCC)OCC,1.4419555844260696,-1.0301785924340334,0.96,0.01,290.06842624,C8H20O7P2,3.3652000000000024,62.80200000000004,80.29,0.0,7.0,10.0,0.0,0.0,9.0,0.0,0.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,0.0,1.0,
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,1.2842617404928571,-0.9611674309181436,1.0,0.0,236.10840959799998,C8H24O2Si3,3.391200000000002,66.34400000000004,18.46,0.0,2.0,4.0,0.0,0.0,5.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,0.0,0.0,
CC(C)(C)C(O)(CCC1=CC=C(Cl)C=C1)CN1C=NC=N1,-0.2333003600974577,0.18317748075638268,0.87,0.0,307.14514000400004,C16H22ClN3O,3.3415000000000017,84.19980000000004,50.94,1.0,4.0,5.0,2.0,0.0,5.0,0.0,0.0,16.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,4.0,2.0,1.0,0.0,
CC(C)CC(C)(O)C#C,0.926799148035788,-1.1005078199619884,0.85,0.01,126.104465068,C8H14O,1.4166999999999998,38.9118,20.23,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,4.0,1.0,0.0,0.0,
CC(C)(C)NC(=O)C=C,1.0254695516664942,-1.1351937676479,0.8533333333333334,0.0,127.099714036,C7H13NO,1.0871,38.092699999999994,29.1,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,7.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,4.0,1.0,0.0,0.0,
O=C1CC2(CCCC2)CC(=O)N1,0.6483523982649424,-0.7898465981078878,0.94,0.01,167.094628656,C9H13NO2,0.9834,43.284700000000015,46.17,1.0,2.0,0.0,0.0,2.0,3.0,0.0,0.0,9.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.7777777777777778,1.0,0.0,4.0,0.0,0.0,0.0,
COC1=CC(C)=CC=C1C(C)C,-0.11873070544776491,-0.019163688788337248,0.765,0.0,164.120115132,C11H16O,3.1270200000000017,51.820000000000036,9.23,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45454545454545453,0.0,0.0,4.0,2.0,0.0,0.0,
CCCCOP(O)(=O)OCCCC,0.8595461161286033,-0.41432265408113317,0.93,0.0,210.102095718,C8H19O4P,2.720200000000001,51.54530000000004,55.760000000000005,1.0,3.0,8.0,0.0,0.0,5.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,
NCCC(=O)N1[Zn]OC(=O)[C@@H]1CC1=CN=CN1,0.7968713533073825,-1.3027685181080761,0.68,0.03,288.020082444,C9H12N4O3Zn,-1.0324999999999995,52.68910000000002,101.31,2.0,5.0,4.0,1.0,1.0,8.0,0.0,0.0,9.0,3.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.0,0.0,4.0,0.0,0.0,0.0,
OC(=O)C1CCC(CC1)C(O)=O,1.3156744069038542,-1.0753813194583133,0.902,0.0,172.073558864,C8H12O4,0.9620000000000002,40.71960000000001,74.6,2.0,2.0,2.0,0.0,1.0,4.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,4.0,0.0,0.0,0.0,
COC(C)(C)CC(C)=O,1.1604179148581322,-0.188225772685286,0.88,0.01,130.099379688,C7H14O2,1.3905,36.385999999999996,26.3,0.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,4.0,1.0,0.0,0.0,
COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@@H](CC[C@@]22CCC(=O)O2)[C@H]13,-0.6888671502448299,-0.005333707727010511,0.665,0.0,414.20423867999995,C24H30O6,3.124500000000002,105.15300000000008,82.2,0.0,6.0,1.0,0.0,5.0,6.0,0.0,0.0,24.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7916666666666666,2.0,0.0,4.0,3.0,1.0,1.0,
OC(=O)CCCCC1CCSS1,0.7831741885496812,-1.3257861129924473,0.602,0.03,206.043521688,C8H14O2S2,2.7851000000000017,54.55780000000003,37.3,1.0,3.0,5.0,0.0,1.0,4.0,0.0,0.0,8.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.0,0.0,4.0,1.0,1.0,1.0,
CC(CCO)CCCC(C)(C)O,0.9267520949105479,-1.04752156627699,0.93,0.01,174.161979944,C10H22O2,1.9461,51.015600000000035,40.46,2.0,2.0,6.0,0.0,0.0,2.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,
COC1=C(CC2=CN(C)C3=C2C=C(NC(=O)OC2CCCC2)C=C3)C=CC(=C1)C(=O)NS(=O)(=O)C1=CC=CC=C1C,-0.21956084752704,0.17622641684012608,0.705,0.11,575.209006776,C31H33N3O6S,5.695920000000005,156.9096999999997,115.72999999999999,2.0,7.0,8.0,4.0,1.0,10.0,0.0,0.0,31.0,6.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.2903225806451613,0.0,0.0,2.0,3.0,3.0,4.0,
CC(CCCC(C)(C)O)CC=O,0.6472894681657442,-0.6536001955976269,0.92,0.0,172.14632988,C10H20O2,2.1527000000000003,49.99380000000003,37.3,1.0,2.0,6.0,0.0,0.0,2.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,4.0,1.0,0.0,0.0,
CC(=O)N(CC(O)CO)C1=C(I)C(C(=O)NCCO)=C(I)C(C(=O)NCC(O)CO)=C1I,0.7967960683069961,-1.045606901964727,0.69,0.02,790.8697587280001,C18H24I3N3O8,-0.9884,140.55739999999997,179.66,7.0,8.0,11.0,1.0,0.0,14.0,0.0,0.0,18.0,8.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.0,1.0,1.0,2.0,
COC1=CC2=C(C=C1)C(=O)CCC2,-0.4030986204989583,0.16473843096655202,0.895,0.0,176.083729624,C11H12O2,2.2142,50.262500000000024,26.3,0.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36363636363636365,0.0,0.0,4.0,1.0,0.0,0.0,
CCCC(C)C,-0.1635158700522982,-1.0022910904945606,0.96,0.0,86.109550448,C6H14,2.442500000000001,29.74599999999998,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,
CC(C)=CC=O,1.1261114812448045,-1.3044750667342238,0.91,0.0,84.057514876,C5H8O,1.1515,25.49499999999999,17.07,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,4.0,1.0,0.0,0.0,
C[C@]12CC[C@H]3[C@@H](CC(=C)C4=CC(=O)C=C[C@]34C)[C@@H]1CCC2=O,-0.477815062288145,0.24815119796163285,0.7525,0.02,296.177630008,C20H24O2,4.029500000000003,86.14600000000003,34.14,0.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,4.0,2.0,1.0,0.0,
CCCC(C)=O,0.9363979855849844,-0.7639570067551235,1.0,0.0,86.07316494,C5H10O,1.3755,25.588999999999988,17.07,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,4.0,1.0,0.0,0.0,
CC(O)CCO,1.3524981827175824,-1.5614563159496067,0.97,0.0,90.06807956,C4H10O2,-0.25039999999999996,23.383599999999994,40.46,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,
CCCC(O)=O,0.8918904344193741,-0.9280492880676343,0.7366666666666666,0.02,88.052429496,C4H8O2,0.8711,22.543799999999994,37.3,1.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,4.0,0.0,0.0,0.0,
OC(=O)CCCl,1.100481643925947,-0.8593156141332318,0.7366666666666666,0.0,107.99780708,C3H5ClO2,0.6999,22.972799999999992,37.3,1.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,4.0,0.0,0.0,0.0,
OC(=O)CCS,1.1178771843276025,-0.786433500855594,0.69,0.0,106.008850432,C3H6O2S,0.3909000000000001,26.105799999999995,37.3,2.0,2.0,2.0,0.0,0.0,3.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,4.0,0.0,1.0,1.0,
COCC(C)O,1.083410770088455,-1.0146115391125965,0.96,0.0,90.06807956,C4H10O2,0.013600000000000112,23.556799999999992,29.46,1.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,
CN(C)CCO,0.8796676009192299,-1.5016854908972441,0.99,0.0,89.084063972,C4H11NO,-0.45970000000000016,25.63979999999999,23.47,1.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,
CCC[N+]([O-])=O,1.1607943398600618,-1.0762970284772222,0.91,0.0,89.047678464,C3H7NO2,0.6731,22.152399999999997,43.14,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,
O.COC1=C(O)C2=C(C=C1O)C(=O)O[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]21,0.19611116616586383,-0.9649135132682224,0.59,0.0,346.08999677599996,C14H18O10,-2.0252999999999997,75.85430000000002,177.41,5.0,9.0,2.0,1.0,1.0,10.0,0.0,0.0,14.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,4.0,0.0,1.0,1.0,
CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@@H]([C@H]2O)N(C)C)[C@@H](CCN2C[C@@H](C)C[C@@H](C)C2)C[C@@H](C)C(=O)\C=C\C(\C)=C\[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC,-0.38608656306801814,-0.39864460572710114,0.37,0.08,868.5660406200002,C46H80N2O13,3.341400000000009,229.21019999999913,186.14999999999995,4.0,15.0,12.0,0.0,3.0,15.0,0.0,0.0,46.0,13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8695652173913043,0.0,0.0,2.0,3.0,1.0,2.0,
CC(=O)OC=C,1.3892749054060713,-0.84112630316674,0.98,0.01,86.036779432,C4H6O2,0.693,21.96299999999999,26.3,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,4.0,0.0,0.0,0.0,
CC(C)CC(C)N,-0.019555264939470497,-1.2714262957790872,0.96,0.0,101.12044947999999,C6H15N,1.3797,33.10439999999998,26.02,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,
CC(C)CC(C)=O,1.1078595739637593,-0.8800855596075565,0.894,0.01,100.088815004,C6H12O,1.6215,30.13599999999998,17.07,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,4.0,1.0,0.0,0.0,
CC(C)CC(C)O,1.1113415052316034,-1.2824148040059842,0.97,0.0,102.104465068,C6H14O,1.4133,31.135799999999982,20.23,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,
S1C=CC=C1C1=CC=C(S1)C1=CC=CS1,0.1991460927439184,-0.0005886700835778425,0.9,0.04,247.978813256,C12H8S3,5.2051000000000025,70.94500000000002,0.0,0.0,3.0,2.0,3.0,0.0,3.0,0.0,0.0,12.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,
C\C(=N\NC(=O)C1=CC=NC=C1)C(O)=O,1.1697673708435512,-0.11667976211250951,0.74,0.01,207.064391148,C9H9N3O3,0.2719,52.448000000000015,91.65,2.0,4.0,3.0,1.0,0.0,6.0,0.0,0.0,9.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,4.0,0.0,0.0,0.0,
CC(O)CN(C)C,1.157411220155222,-1.1932580440741167,1.0,0.0,103.099714036,C5H13NO,-0.07119999999999993,30.234799999999982,23.47,1.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,
CC(C)NC(C)C,0.37957914366867435,-1.2715927883279798,0.94,0.0,101.12044947999999,C6H15N,1.3927999999999998,33.407699999999984,12.03,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,
NC(=O)NC(N)=O,1.6991056191815168,-1.190094685645161,0.99,0.04,103.0381764,C2H5N3O2,-1.2666000000000004,22.302500000000006,98.21000000000001,3.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,
CC(C)OC(C)C,0.732093315787882,-0.9422705266188588,0.96,0.0,102.104465068,C6H14O,1.8197999999999999,31.356999999999978,9.23,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,
[I-].CCCCN1C=C[N+](C)=C1C,-0.21921265440025525,-0.9171301517361102,0.8,0.01,280.043646544,C9H17IN2,-1.5748799999999976,45.25300000000002,8.809999999999999,0.0,1.0,3.0,1.0,0.0,3.0,0.0,0.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,4.0,0.0,0.0,0.0,
CC(C)OC(C)=O,1.1389616897481656,-0.5891398304181281,0.89,0.0,102.06807956,C5H10O2,0.9579,26.901999999999987,26.3,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,4.0,0.0,0.0,0.0,
CC(=C)OC(C)=O,0.9030184985389085,-0.948513997202323,0.89,0.016666666666666666,100.052429496,C5H8O2,1.0831,26.57999999999999,26.3,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,4.0,1.0,0.0,0.0,
CC(=O)OC(C)=O,1.535370153967339,-0.8775049250997243,0.93,0.03333333333333333,102.031694052,C4H6O3,0.09600000000000009,22.44699999999999,43.370000000000005,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,4.0,0.0,0.0,0.0,
CC1CCC(=O)O1,0.3408277581575659,-0.09640513197114041,0.9,0.0,100.052429496,C5H8O2,0.7119,24.78799999999999,26.3,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,4.0,0.0,0.0,0.0,
O=C1CCC(=O)O1,0.42732551828838466,-0.5073087426375253,0.97,0.01,100.016043988,C4H4O3,-0.15000000000000002,20.332999999999995,43.370000000000005,0.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,4.0,0.0,0.0,0.0,
O=C1OC(=O)C=C1,0.30186306514536393,-0.7304087581533096,0.875,0.0,98.000393924,C4H2O3,-0.3740000000000001,20.238999999999997,43.370000000000005,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,
CC1CN(CCN1)C1=CC2=C(C=C1F)C(=O)C(=CN2C1=CC=C(F)C=C1F)C(O)=O,-0.05298807886082046,-1.3139651420210887,0.33666666666666667,0.02,417.13002609599994,C21H18F3N3O3,2.904300000000001,106.05600000000005,74.57,2.0,5.0,3.0,3.0,1.0,9.0,3.0,10.0,21.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23809523809523808,0.0,0.0,4.0,2.0,1.0,0.0,
CC1COC(=O)O1,0.41266846977576416,-0.9400783747251092,0.97,0.0,102.031694052,C4H6O3,0.5417000000000001,21.89499999999999,35.53,0.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,4.0,0.0,0.0,0.0,
CCCCCCOC(=O)C1=CC=C(O)C=C1,-0.41867767500067915,-0.32558212552149657,0.84,0.01,222.125594436,C13H18O3,3.1293000000000015,62.531300000000044,46.53,1.0,3.0,6.0,1.0,0.0,3.0,0.0,0.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46153846153846156,0.0,0.0,4.0,2.0,0.0,0.0,
CCOC1=CC=C(NC(=O)CC(C)O)C=C1,0.3579190216826623,-0.051223216515471764,0.51,0.01,223.120843404,C12H17NO3,1.7946999999999997,62.538500000000035,58.56,2.0,3.0,5.0,1.0,0.0,4.0,0.0,0.0,12.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4166666666666667,0.0,0.0,4.0,1.0,0.0,0.0,
CC1=CC(C)=CC=C1,0.189048492067166,0.04544651968516427,0.99,0.0,106.07825032,C8H10,2.30344,35.916000000000004,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,4.0,1.0,0.0,0.0,
CC1=CC(O)=CC=C1,1.1266431815600304,-0.21869390913259093,0.91,0.0,108.057514876,C7H8O,1.7006199999999998,32.843799999999995,20.23,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,4.0,1.0,0.0,0.0,
NC1=CC(Cl)=CC=C1,0.6186952839566934,0.25797425834628274,0.9325,0.0,127.01887687199999,C6H6ClN,1.9222,35.86440000000002,26.02,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,
OC1=CC(Cl)=CC=C1,0.7482184218080258,0.2897743351847267,0.8975,0.0,128.00289246,C6H5ClO,2.0455999999999994,33.116800000000005,20.23,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,
CC1=CC(N)=CC=C1,0.7833106426128797,-0.2265051845514581,0.98,0.0,107.073499288,C7H9N,1.5772199999999998,35.59140000000001,26.02,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,4.0,1.0,0.0,0.0,
NC1=CC(N)=CC=C1,0.4363314864595415,-0.2542539427001876,0.98,0.0,108.06874825599999,C6H8N2,0.8510000000000002,35.26680000000001,52.04,2.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,
OC1=CC(O)=CC=C1,1.3711312203130808,-0.05336680808246114,0.91,0.0,110.036779432,C6H6O2,1.0977999999999999,29.771599999999996,40.46,2.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,
CC1=CC2=C(C=C1S(N)(=O)=O)S(=O)(=O)CCC2,-0.09241389250038586,-0.15409480016234878,0.602,0.02,275.02859989600006,C10H13NO4S2,0.36232000000000025,62.92600000000002,94.30000000000001,1.0,4.0,1.0,1.0,0.0,7.0,0.0,0.0,10.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,4.0,0.0,1.0,1.0,
CC1=CC=CC(C)=N1,0.24791665705637742,0.4292118448820919,0.9066666666666666,0.0,107.073499288,C7H9N,1.69844,33.71099999999999,12.89,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,4.0,1.0,0.0,0.0,
CCCCCCCOC(=O)C1=CC=C(O)C=C1,-0.41867767500067915,-0.32558212552149657,0.84,0.01,236.1412445,C14H20O3,3.5194000000000027,67.14830000000005,46.53,1.0,3.0,7.0,1.0,0.0,3.0,0.0,0.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,4.0,2.0,0.0,0.0,
O=C1CCCC(=O)O1,0.3004208868567223,-0.4994003465651374,0.98,0.0,114.031694052,C5H6O3,0.24009999999999998,24.949999999999992,43.370000000000005,0.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,4.0,0.0,0.0,0.0,
COC(=O)CC(=O)OC,1.351199516460927,-0.70418618170276,0.97,0.0,132.042258736,C5H8O4,-0.2775000000000001,28.648999999999987,52.60000000000001,0.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,4.0,0.0,0.0,0.0,
CN(C)S(=O)(=O)N(SC(F)(Cl)Cl)C1=CC=CC=C1,-0.5284928466103793,0.15584495397988418,0.83,0.01,331.962303172,C9H11Cl2FN2O2S2,3.006000000000001,74.66380000000002,40.620000000000005,0.0,3.0,5.0,1.0,0.0,9.0,1.0,5.555555555555555,9.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,4.0,2.0,2.0,1.0,
