Chemical ID,MolecularWeight,MolecularFormula,IUPACName,CanonicalSMILES,InChI,XLogP,ExactMass,MonoisotopicMass,TPSA,Complexity,HBondDonorCount,HBondAcceptorCount,RotatableBondCount,HeavyAtomCount,CovalentUnitCount,Boiling Point,Melting Point,Flash Point,Solubility,Density,Vapor Density,Vapor Pressure,LogP,Stability,Auto-Ignition,Viscosity,Heat of Combustion,Heat of Vaporization,Surface Tension,Ionization Potential,Dissociation Constants
85-01-8,178.23,C14H10,phenanthrene,C1=CC=C2C(=C1)C=CC3=CC=CC=C32,InChI=1S/C14H10/c1-3-7-13-11(5-1)9-10-12-6-2-4-8-14(12)13/h1-10H,4.5,178.078250319,178.078250319,0,174,0,0,0,14,1,"642 °F at 760 mmHg (NTP, 1992)","212 °F (NTP, 1992)","340 °F (NTP, 1992)","less than 1 mg/mL at 79 °F (NTP, 1992)","1.025 (NTP, 1992) - Denser than water; will sink","6.14 (NTP, 1992) - Heavier than air; will sink (Relative to Air)","1 mmHg at 68 °F (NTP, 1992)",log Kow = 4.46,Not Available,Not Available,Not Available,-3.982X10+7 J/kg,75.50 kJ/mol at 25 °C,Not Available,Not Available,Not Available
129-00-0,202.25,C16H10,pyrene,C1=CC2=C3C(=C1)C=CC4=CC=CC(=C43)C=C2,InChI=1S/C16H10/c1-3-11-7-9-13-5-2-6-14-10-8-12(4-1)15(11)16(13)14/h1-10H,4.9,202.078250319,202.078250319,0,217,0,0,0,16,1,"759 °F at 760 mmHg (EPA, 1998)","313 °F (EPA, 1998)",>200.0 °C (>392.0 °F),"less than 1 mg/mL at 72 °F (NTP, 1992)","1.27 at 73.4 °F (EPA, 1998) - Denser than water; will sink",Not Available,"2.6 mmHg at 392.7 °F ; 6.90 mmHg at 429.4 °F (NTP, 1992)",log Kow = 4.88,Not Available,Not Available,Not Available,3.878X10+7 J/kg at 25 °C,3.21X10+5 J/kg,Not Available,Not Available,{'ExternalTableName': 'iupacpka'}
75-05-8,41.05,C2H3N,acetonitrile,CC#N,InChI=1S/C2H3N/c1-2-3/h1H3,0,41.026549100,41.026549100,23.8,29,0,1,0,3,1,"178.9 °F at 760 mmHg (NTP, 1992)","-49 °F (NTP, 1992)","42 °F (NTP, 1992)","greater than or equal to 100 mg/mL at 72.5 °F (NTP, 1992)","0.787 at 68 °F (USCG, 1999) - Less dense than water; will float","1.42 (NTP, 1992) - Heavier than air; will sink (Relative to Air)","73 mmHg at 68 °F (NTP, 1992)",log Kow = -0.34,Not Available,Not Available,0.35 cP at 20 °C,31.03X10+6 J/kg at 25 °C,72.7X10+4 J/kg at 80 °C,29.04 dynes/cm at 20 °C,12.20 eV,pKa = -4.30 (conjugate acid)
107-13-1,53.06,C3H3N,prop-2-enenitrile,C=CC#N,"InChI=1S/C3H3N/c1-2-3-4/h2H,1H2",0.2,53.026549100,53.026549100,23.8,54,0,1,0,4,1,"171 °F at 760 mmHg (EPA, 1998)","-116 °F (EPA, 1998)","32 °F (EPA, 1998)","10 to 50 mg/mL at 70.9 °F (NTP, 1992)","0.8004 at 77 °F (EPA, 1998) - Less dense than water; will float","1.9 (EPA, 1998) - Heavier than air; will sink (Relative to Air)","100 mmHg at 73.4 °F (EPA, 1998)",log Kow = 0.25,Not Available,Not Available,0.34 sq mm/s at 25 °C,1761.8 kJ/mol at 25 °C (liquid),32.6 kJ/mol at 25 °C,27.76 dyn/cm at 15.1 °C; 27.54 mN/m at 17.8 °C,10.91 eV,Not Available
60-29-7,74.12,C4H10O,ethoxyethane,CCOCC,"InChI=1S/C4H10O/c1-3-5-4-2/h3-4H2,1-2H3",0.9,74.073164938,74.073164938,9.2,11,0,1,2,5,1,"94.3 °F at 760 mmHg (NTP, 1992)","-177.3 °F (NTP, 1992)","-49 °F (NTP, 1992)","greater than or equal to 100 mg/mL at 68 °F (NTP, 1992)","0.714 at 68 °F (USCG, 1999) - Less dense than water; will float","2.6 (NTP, 1992) - Heavier than air; will sink (Relative to Air)","442 mmHg at 68 °F ; 760 mmHg at 94.3 °F (NTP, 1992)",log Kow= 0.89,Not Available,Not Available,0.2448 centipoise at 20 °C,-8.807 kcal/g,89.80 cal/g at 30 °C,17.06 dynes/cm at 20 °C,9.53 eV,pKa = -3.59
108-20-3,102.17,C6H14O,2-propan-2-yloxypropane,CC(C)OC(C)C,"InChI=1S/C6H14O/c1-5(2)7-6(3)4/h5-6H,1-4H3",1.5,102.104465066,102.104465066,9.2,33,0,1,2,7,1,"156 °F at 760 mmHg (USCG, 1999)","-123 °F (USCG, 1999)","-18 °F (USCG, 1999)","0.2 % (NIOSH, 2024)","0.724 at 68 °F (USCG, 1999) - Less dense than water; will float",3.5 (air= 1),"119 mmHg (NIOSH, 2024)",log Kow= 1.52,Not Available,Not Available,0.273 centipoise at 20 °F,"-16,900 BTU/lb= -9,390 cal/g= -393X10+5 J/kg","7,777.3 gcal/gmole",17.1 dynes/cm= 0.0171 N/m @ 25 °C,9.20 eV,pKa = -4.30 (conjugate acid)
111-43-3,102.17,C6H14O,1-propoxypropane,CCCOCCC,"InChI=1S/C6H14O/c1-3-5-7-6-4-2/h3-6H2,1-2H3",2,102.104465066,102.104465066,9.2,23,0,1,4,7,1,89-91 °C,-122 °C,"70 °F (NFPA, 2010)","Soluble in alcohol, ether",0.7466 at 20 °C/4 °C,3.53 (Air =1),62.5 [mmHg],log Kow = 2.03,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,{'ExternalTableName': 'iupacpka'}
1634-04-4,88.15,C5H12O,2-methoxy-2-methylpropane,CC(C)(C)OC,"InChI=1S/C5H12O/c1-5(2,3)6-4/h1-4H3",0.9,88.088815002,88.088815002,9.2,33,0,1,1,6,1,"131.4 °F at 760 mmHg (USCG, 1999)","-164.2 °F (USCG, 1999)","-14 °F (USCG, 1999)",Solubility of water in methyl t-butyl ether: 1.5 g/100 g; unstable in acid solution,"0.7405 at 68 °F (USCG, 1999) - Less dense than water; will float",Relative vapor density  (air = 1): 3.0,250.0 [mmHg],log Kow = 0.94,Not Available,Not Available,Not Available,"101,000 btu/gal at 25 °C (804 kcal/mole)",145 btu/lb at 55 °C (7 kcal/mole),Not Available,Not Available,pKa = -3.70
637-92-3,102.17,C6H14O,2-ethoxy-2-methylpropane,CCOC(C)(C)C,"InChI=1S/C6H14O/c1-5-7-6(2,3)4/h5H2,1-4H3",1.4,102.104465066,102.104465066,9.2,42,0,1,2,7,1,"163.6 °F at 760 mmHg (NTP, 1992)","-137 °F (NTP, 1992)","-3 °F (NTP, 1992)","less than 1 mg/mL at 70 °F (NTP, 1992)","0.7519 at 77 °F (NTP, 1992) - Less dense than water; will float",Relative vapor density  (air = 1): 3.5,"10 mmHg at 77 °F ; 185 mmHg at 122 °F; 447 mmHg at 158 °F (NTP, 1992)",1.28,Not Available,Not Available,Not Available,Not Available,73.4 cal/g,19.8 dynes/cm at 24 °C,Not Available,{'ExternalTableName': 'iupacpka'}
2706-90-3,264.05,C5HF9O2,"2,2,3,3,4,4,5,5,5-nonafluoropentanoic acid",C(=O)(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)O,"InChI=1S/C5HF9O2/c6-2(7,1(15)16)3(8,9)4(10,11)5(12,13)14/h(H,15,16)",2.9,263.98328273,263.98328273,37.3,291,1,11,3,16,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
67905-19-5,814.13,C16HF31O2,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,15,15,16,16,16-hentriacontafluorohexadecanoic acid",C(=O)(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,"InChI=1S/C16HF31O2/c17-2(18,1(48)49)3(19,20)4(21,22)5(23,24)6(25,26)7(27,28)8(29,30)9(31,32)10(33,34)11(35,36)12(37,38)13(39,40)14(41,42)15(43,44)16(45,46)47/h(H,48,49)",10.3,813.9481523,813.9481523,37.3,1250,1,33,14,49,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
16517-11-6,914.1,C18HF35O2,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,15,15,16,16,17,17,18,18,18-pentatriacontafluorooctadecanoic acid",C(=O)(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,"InChI=1S/C18HF35O2/c19-2(20,1(54)55)3(21,22)4(23,24)5(25,26)6(27,28)7(29,30)8(31,32)9(33,34)10(35,36)11(37,38)12(39,40)13(41,42)14(43,44)15(45,46)16(47,48)17(49,50)18(51,52)53/h(H,54,55)",11.6,913.9417649,913.9417649,37.3,1440,1,37,16,55,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2706-91-4,350.11,C5HF11O3S,"1,1,2,2,3,3,4,4,5,5,5-undecafluoropentane-1-sulfonic acid",C(C(C(F)(F)F)(F)F)(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F,"InChI=1S/C5HF11O3S/c6-1(7,2(8,9)4(12,13)14)3(10,11)5(15,16)20(17,18)19/h(H,17,18,19)",3,349.94707485,349.94707485,62.8,469,1,14,4,20,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
375-92-8,450.12,C7HF15O3S,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,7-pentadecafluoroheptane-1-sulfonic acid",C(C(C(C(F)(F)F)(F)F)(F)F)(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F,"InChI=1S/C7HF15O3S/c8-1(9,2(10,11)4(14,15)6(18,19)20)3(12,13)5(16,17)7(21,22)26(23,24)25/h(H,23,24,25)",4.3,449.9406875,449.9406875,62.8,639,1,18,6,26,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
68259-12-1,550.14,C9HF19O3S,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-nonadecafluorononane-1-sulfonic acid",C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(F)F,"InChI=1S/C9HF19O3S/c10-1(11,2(12,13)4(16,17)6(20,21)8(24,25)26)3(14,15)5(18,19)7(22,23)9(27,28)32(29,30)31/h(H,29,30,31)",5.7,549.9343001,549.9343001,62.8,816,1,22,8,32,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
335-77-3,600.15,C10HF21O3S,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-henicosafluorodecane-1-sulfonic acid",C(C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(F)F)(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,"InChI=1S/C10HF21O3S/c11-1(12,3(15,16)5(19,20)7(23,24)9(27,28)29)2(13,14)4(17,18)6(21,22)8(25,26)10(30,31)35(32,33)34/h(H,32,33,34)",6.4,599.9311065,599.9311065,62.8,907,1,24,9,35,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
79780-39-5,700.16,C12HF25O3S,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-pentacosafluorododecane-1-sulfonic acid",C(C(C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(F)F)(F)F)(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,"InChI=1S/C12HF25O3S/c13-1(14,3(17,18)5(21,22)7(25,26)9(29,30)11(33,34)35)2(15,16)4(19,20)6(23,24)8(27,28)10(31,32)12(36,37)41(38,39)40/h(H,38,39,40)",7.7,699.9247191,699.9247191,62.8,1090,1,28,11,41,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
4151-50-2,527.20,C10H6F17NO2S,"N-ethyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane-1-sulfonamide",CCNS(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,"InChI=1S/C10H6F17NO2S/c1-2-28-31(29,30)10(26,27)8(21,22)6(17,18)4(13,14)3(11,12)5(15,16)7(19,20)9(23,24)25/h28H,2H2,1H3",5.6,526.9847784,526.9847784,54.6,763,1,20,9,31,1,196 °C,96 °C,Not Available,Insoluble in water at 25 °C,Not Available,Not Available,0.00000043 [mmHg],log Kow >6.80 (un-ionized),Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,pKa = 9.50
31506-32-8,513.17,C9H4F17NO2S,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-N-methyloctane-1-sulfonamide",CNS(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,"InChI=1S/C9H4F17NO2S/c1-27-30(28,29)9(25,26)7(20,21)5(16,17)3(12,13)2(10,11)4(14,15)6(18,19)8(22,23)24/h27H,1H3",5.2,512.9691283,512.9691283,54.6,746,1,20,8,30,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2355-31-9,571.21,C11H6F17NO4S,"2-[1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctylsulfonyl(methyl)amino]acetic acid",CN(CC(=O)O)S(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,"InChI=1S/C11H6F17NO4S/c1-29(2-3(30)31)34(32,33)11(27,28)9(22,23)7(18,19)5(14,15)4(12,13)6(16,17)8(20,21)10(24,25)26/h2H2,1H3,(H,30,31)",5,570.9746076,570.9746076,83.1,888,1,22,10,34,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2991-50-6,585.24,C12H8F17NO4S,"2-[ethyl(1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctylsulfonyl)amino]acetic acid",CCN(CC(=O)O)S(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,"InChI=1S/C12H8F17NO4S/c1-2-30(3-4(31)32)35(33,34)12(28,29)10(23,24)8(19,20)6(15,16)5(13,14)7(17,18)9(21,22)11(25,26)27/h2-3H2,1H3,(H,31,32)",5.4,584.9902577,584.9902577,83.1,905,1,22,11,35,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
24448-09-7,557.23,C11H8F17NO3S,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-N-(2-hydroxyethyl)-N-methyloctane-1-sulfonamide",CN(CCO)S(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,"InChI=1S/C11H8F17NO3S/c1-29(2-3-30)33(31,32)11(27,28)9(22,23)7(18,19)5(14,15)4(12,13)6(16,17)8(20,21)10(24,25)26/h30H,2-3H2,1H3",4.7,556.9953430,556.9953430,66,813,1,21,10,33,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1691-99-2,571.25,C12H10F17NO3S,"N-ethyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-N-(2-hydroxyethyl)octane-1-sulfonamide",CCN(CCO)S(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,"InChI=1S/C12H10F17NO3S/c1-2-30(3-4-31)34(32,33)12(28,29)10(23,24)8(19,20)6(15,16)5(13,14)7(17,18)9(21,22)11(25,26)27/h31H,2-4H2,1H3",5.1,571.0109931,571.0109931,66,830,1,21,11,34,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
757124-72-4,328.15,C6H5F9O3S,"3,3,4,4,5,5,6,6,6-nonafluorohexane-1-sulfonic acid",C(CS(=O)(=O)O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F,"InChI=1S/C6H5F9O3S/c7-3(8,1-2-19(16,17)18)4(9,10)5(11,12)6(13,14)15/h1-2H2,(H,16,17,18)",2.6,327.98156865,327.98156865,62.8,418,1,12,5,19,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
120226-60-0,628.20,C12H5F21O3S,"3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-henicosafluorododecane-1-sulfonic acid",C(CS(=O)(=O)O)C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,"InChI=1S/C12H5F21O3S/c13-3(14,1-2-37(34,35)36)4(15,16)5(17,18)6(19,20)7(21,22)8(23,24)9(25,26)10(27,28)11(29,30)12(31,32)33/h1-2H2,(H,34,35,36)",6.6,627.9624066,627.9624066,62.8,941,1,24,11,37,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
919005-14-4,378.07,C7H2F12O4,"2,2,3-trifluoro-3-[1,1,2,2,3,3-hexafluoro-3-(trifluoromethoxy)propoxy]propanoic acid",C(C(C(=O)O)(F)F)(OC(C(C(OC(F)(F)F)(F)F)(F)F)(F)F)F,"InChI=1S/C7H2F12O4/c8-1(3(9,10)2(20)21)22-5(13,14)4(11,12)6(15,16)23-7(17,18)19/h1H,(H,20,21)",4.1,377.9761465,377.9761465,55.8,443,1,16,7,23,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
756426-58-1,532.58,C8HClF16O4S,"2-(6-chloro-1,1,2,2,3,3,4,4,5,5,6,6-dodecafluorohexoxy)-1,1,2,2-tetrafluoroethanesulfonic acid",C(C(C(C(F)(F)Cl)(F)F)(F)F)(C(C(OC(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(F)F,"InChI=1S/C8HClF16O4S/c9-5(18,19)3(14,15)1(10,11)2(12,13)4(16,17)6(20,21)29-7(22,23)8(24,25)30(26,27)28/h(H,26,27,28)",5.3,531.9028580,531.9028580,72,756,1,20,9,30,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
763051-92-9,632.60,C10HClF20O4S,"2-(8-chloro-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-hexadecafluorooctoxy)-1,1,2,2-tetrafluoroethanesulfonic acid",C(C(C(C(C(F)(F)Cl)(F)F)(F)F)(F)F)(C(C(C(OC(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(F)F)(F)F,"InChI=1S/C10HClF20O4S/c11-7(24,25)5(20,21)3(16,17)1(12,13)2(14,15)4(18,19)6(22,23)8(26,27)35-9(28,29)10(30,31)36(32,33)34/h(H,32,33,34)",6.7,631.8964706,631.8964706,72,937,1,24,11,36,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
356-02-5,242.09,C6H5F7O2,"4,4,5,5,6,6,6-heptafluorohexanoic acid",C(CC(C(C(F)(F)F)(F)F)(F)F)C(=O)O,"InChI=1S/C6H5F7O2/c7-4(8,2-1-3(14)15)5(9,10)6(11,12)13/h1-2H2,(H,14,15)",2.5,242.01777653,242.01777653,37.3,244,1,9,4,15,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
914637-49-3,342.11,C8H5F11O2,"4,4,5,5,6,6,7,7,8,8,8-undecafluorooctanoic acid",C(CC(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=O)O,"InChI=1S/C8H5F11O2/c9-4(10,2-1-3(20)21)5(11,12)6(13,14)7(15,16)8(17,18)19/h1-2H2,(H,20,21)",3.9,342.01138918,342.01138918,37.3,398,1,13,6,21,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
812-70-4,442.12,C10H5F15O2,"4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-pentadecafluorodecanoic acid",C(CC(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=O)O,"InChI=1S/C10H5F15O2/c11-4(12,2-1-3(26)27)5(13,14)6(15,16)7(17,18)8(19,20)9(21,22)10(23,24)25/h1-2H2,(H,26,27)",5.2,442.0050018,442.0050018,37.3,561,1,17,8,27,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
53826-12-3,378.09,C8H3F13O2,"3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctanoic acid",C(C(=O)O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,"InChI=1S/C8H3F13O2/c9-3(10,1-2(22)23)4(11,12)5(13,14)6(15,16)7(17,18)8(19,20)21/h1H2,(H,22,23)",4.2,377.9925454,377.9925454,37.3,463,1,15,6,23,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
70887-88-6,358.08,C8H2F12O2,"3,4,4,5,5,6,6,7,7,8,8,8-dodecafluorooct-2-enoic acid",C(=C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)F)C(=O)O,"InChI=1S/C8H2F12O2/c9-2(1-3(21)22)4(10,11)5(12,13)6(14,15)7(16,17)8(18,19)20/h1H,(H,21,22)",3.7,357.9863172,357.9863172,37.3,474,1,14,5,22,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
27854-31-5,478.10,C10H3F17O2,"3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecanoic acid",C(C(=O)O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,"InChI=1S/C10H3F17O2/c11-3(12,1-2(28)29)4(13,14)5(15,16)6(17,18)7(19,20)8(21,22)9(23,24)10(25,26)27/h1H2,(H,28,29)",5.5,477.9861581,477.9861581,37.3,631,1,19,8,29,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
70887-84-2,458.10,C10H2F16O2,"3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-hexadecafluorodec-2-enoic acid",C(=C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)F)C(=O)O,"InChI=1S/C10H2F16O2/c11-2(1-3(27)28)4(12,13)5(14,15)6(16,17)7(18,19)8(20,21)9(22,23)10(24,25)26/h1H,(H,27,28)",5.1,457.9799299,457.9799299,37.3,642,1,18,7,28,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
53826-13-4,578.12,C12H3F21O2,"3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-henicosafluorododecanoic acid",C(C(=O)O)C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,"InChI=1S/C12H3F21O2/c13-3(14,1-2(34)35)4(15,16)5(17,18)6(19,20)7(21,22)8(23,24)9(25,26)10(27,28)11(29,30)12(31,32)33/h1H2,(H,34,35)",6.9,577.9797707,577.9797707,37.3,806,1,23,10,35,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
70887-94-4,558.11,C12H2F20O2,"(Z)-3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-icosafluorododec-2-enoic acid",C(=C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)F)C(=O)O,"InChI=1S/C12H2F20O2/c13-2(1-3(33)34)4(14,15)5(16,17)6(18,19)7(20,21)8(22,23)9(24,25)10(26,27)11(28,29)12(30,31)32/h1H,(H,33,34)/b2-1-",6.4,557.9735425,557.9735425,37.3,818,1,22,9,34,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
133201-07-7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
423-41-6,250.09,C3HF7O3S,"1,1,2,2,3,3,3-heptafluoropropane-1-sulfonic acid",C(C(F)(F)F)(C(F)(F)S(=O)(=O)O)(F)F,"InChI=1S/C3HF7O3S/c4-1(5,2(6,7)8)3(9,10)14(11,12)13/h(H,11,12,13)",1.7,249.95346220,249.95346220,62.8,308,1,10,2,14,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
